,Day,Trial,RWeight,RCompliance,RWidth,Object,NInitialWidthDifference,NEndingWidthDifference,NSWidth,NWidthDifference,NForce
313,4,70,1,1,1,1,0.047333064,0.725234105,0.85068032,0.433920615,0.074284438
314,4,71,2,2,3,i,0.019702329,0.126909808,0.503647075,0.062747823,0.616701788
315,4,72,3,3,1,j,0.028509032,0.05386186,0.939495955,0.027919715,0.897344293
316,4,73,3,1,2,j,0.107270871,0,0.904801983,0.064464702,1
317,4,74,3,3,3,l,0.036627341,0.028444695,0.159372516,0.020152884,0.895753381
318,4,75,2,1,2,e,0.652930425,0.517813138,0.155257867,0.834913952,0.588149099
319,4,76,1,3,3,9,0.032686875,0.026050834,0.177865058,0.015370151,0.083355429
320,4,77,3,1,2,a,0.473568021,0.240618179,0.79863936,0.519560152,0.873620163
321,4,78,3,1,2,d,0.784698649,0.224952475,0.165988685,0.778359155,0.883263324
322,4,79,1,2,3,3,0.237828471,1,0.197503156,0.757470466,0.042703434
323,4,80,1,3,1,4,0.042656728,0.353340843,0.86279048,0.213976209,0.074954296
324,4,81,3,1,2,s,1,0.260578751,0.548861458,0.984425459,0.8641026
325,5,1,2,2,2,t,0.140600962,0.441988177,0.526421107,0.323518261,0.616231773
326,5,2,2,3,2,y,0.085216346,0.296477666,0.095061637,0.206802549,0.638463459
327,5,3,2,2,1,r,0.096009615,0.284864808,0.831616394,0.208914806,0.619344797
328,5,4,3,1,2,a,0.518557692,0.205253769,0.90978038,0.485187124,0.929780767
329,5,5,3,3,2,k,0.046706731,0.021826577,0.458138788,0.036143056,0.94674087
330,5,6,2,3,3,o,0.028629808,0.022176362,0.123520838,0.022747378,0.63883056
331,5,7,3,1,1,f,0.085216346,0.161880444,0.891425183,0.137350833,0.979001777
332,5,8,3,2,2,g,0.226057692,0.269579209,0.482991181,0.298712787,0.939809988
333,5,9,1,2,3,6,0.046706731,0.478190913,0.082758961,0.271686736,0.056078472
334,5,10,1,1,1,1,0.119302885,0.798314037,0.911929643,0.49145168,0.076151598
335,5,11,3,1,2,j,0.071586538,0.038581273,0.937276118,0.063476016,0.989970779
336,5,12,2,3,1,e,0.7321875,0.342229529,0.042466464,0.716325757,0.638213829
337,5,13,3,1,3,d,0.823269231,0.150267585,0.142345414,0.685652904,0.929780767
338,5,14,1,1,1,2,0.712932692,0.827835881,0.469972084,0.952501309,0.11845641
339,5,15,2,2,3,y,0.086899038,0.429955577,0.142345414,0.276976404,0.658903687
340,5,16,3,2,2,h,0.101875,0.361362762,0.117245979,0.252820855,1
341,5,17,1,1,2,7,0.064375,0.061002483,0.96840337,0.069650304,0.137207971
342,5,18,1,2,3,6,0.048822115,0.563258596,0.115096717,0.317181492,0.221215547
343,5,19,3,1,2,a,0.496947115,0.174192871,0.870204303,0.452925566,0.969912336
344,5,20,3,1,3,d,0.626057692,0.190143062,0.328194866,0.558123161,0.949839209
345,5,21,3,1,1,s,0.900961538,0.313547168,0.618098273,0.828275352,0.949839209
346,5,22,3,1,2,s,0.978389423,0.330231907,0.548580746,0.8950371,0.969912336
347,5,23,3,2,1,d,0.696971154,0.260729651,0.257195089,0.647794768,0.905875097
348,5,24,1,3,1,7,0.039903846,0.107244045,0.939919464,0.075102453,0.042451653
349,5,25,1,3,3,9,0.016826923,0.095036553,0.182884953,0.051488509,0.077017959
350,5,26,3,1,2,r,0.087788462,0.303648256,0.851379728,0.212453287,0.643235782
351,5,27,1,3,1,1,0.117355769,0.809856938,0.923046518,0.495946995,0.004933848
352,5,28,2,3,1,q,0.284735577,0.412676204,0.926653326,0.416638082,0.569037165
353,5,29,2,2,3,i,0,0.022491168,0.563082092,0.001408171,0.648903834
354,5,30,2,2,1,r,0.060264423,0.334814089,0.849699844,0.207867704,0.618963011
355,5,31,1,3,2,4,0.033798077,0.14344678,0.906395909,0.08922027,0.156693734
356,5,32,1,3,1,4,0.055168269,0.495260415,0.873341733,0.286851655,0.014742808
357,5,33,3,2,1,w,1,0.502151177,0.454284938,1,0.569037165
358,5,34,1,2,2,5,0.047644231,0.734723145,0.491440006,0.404795003,0.200173272
359,5,35,1,1,3,3,0.270985577,1,0.126188888,0.709447383,0
360,5,36,3,2,3,h,0.179110577,0.25104061,0.070703328,0.25388601,0.95964817
361,5,37,2,2,2,t,0.342716346,0.311833223,0.511697423,0.408152949,0.595688756
362,5,38,1,3,3,9,0.027764423,0.003287978,0.090960745,0.012348576,0.019970338
363,5,39,3,3,1,f,0.126346154,0.10689426,0.882210529,0.139860266,0.928444516
364,5,40,1,3,3,9,0.0121875,0.041309595,0.067565898,0.020274052,0.03386147
365,5,41,2,2,3,y,0.135600962,0.332365595,0.059364115,0.263165496,0.589007504
366,5,42,2,2,1,u,0.065240385,0.131134352,0.960918007,0.106497445,0.62894818
367,5,43,2,3,1,u,0.070408654,0.070691525,0.942587515,0.079164485,0.62894818
368,5,44,3,3,2,g,0.1546875,0.285529399,0.506386027,0.253344406,0.94840017
369,5,45,2,2,1,q,0.196009615,0.569729616,0.896983621,0.431062808,0.586848945
370,5,46,1,3,1,4,0.047403846,0.385288048,0.871661849,0.224260259,0.124183198
371,5,47,3,3,2,k,0.049519231,0.031060898,0.473578893,0.043021429,0.921161216
372,5,48,1,3,1,7,0.028149038,0.080240652,0.901578596,0.052373129,0.05989633
373,5,49,1,2,2,5,0.047163462,0.649655462,0.482991181,0.360545937,0.013303769
374,5,50,1,2,3,6,0.056322115,0.593305117,0,0.33832211,0.065872748
375,5,51,3,3,1,u,0.068293269,0.010248697,0.958027619,0.046397429,0.597362741
376,5,52,1,3,2,8,0.063221154,0.051768163,0.48227476,0.063999567,0.079866669
377,5,53,2,1,1,q,0.299903846,0.370597083,0.993107537,0.406293441,0.579022334
378,5,54,3,3,1,f,0.141105769,0.086012103,0.893376813,0.140167175,0.958385339
379,5,55,3,2,3,l,0.028629808,0.010738396,0.07611354,0.016843892,0.940808505
380,5,56,1,1,1,2,0.532163462,0.717303858,0.593962301,0.759690202,0.132171334
381,5,57,1,2,2,3,0.347884615,0.823533527,0.212554658,0.676120669,0.010910266
382,5,58,1,3,2,8,0.014831731,0.029941586,0.5577954,0.016392555,0.082260172
383,5,59,2,2,2,t,0.210600962,0.381055651,0.543615208,0.344622773,0.621341831
384,5,60,3,3,2,k,0.016634615,0,0.493613973,0.002292791,0.940808505
385,5,61,1,1,2,2,0.584519231,0.841652384,0.583364214,0.863190771,0.072275003
386,5,62,3,2,2,g,0.272764423,0.214138305,0.526421107,0.305175931,0.930823336
387,5,63,3,1,2,w,0.784783654,0.226100948,0.810617851,0.69587117,0.621341831
388,5,64,1,3,2,8,0.038557692,0.002623387,0.533412387,0.020093517,0.082260172
389,5,65,2,3,2,i,0.023004808,0.026268845,0.486375652,0.020635121,0.621341831
390,5,66,3,3,1,j,0.056322115,0.021476792,1,0.043201964,0.970764012
391,5,67,3,3,3,l,0.029206731,0.040819896,0.07552064,0.032803163,0.956050572
392,5,68,3,3,1,j,0.047644231,0.009094407,0.997826033,0.030275677,0.960778843
393,5,69,3,1,2,a,0.482283654,0.127741439,0.917611601,0.417919879,0.960778843
394,5,70,2,1,3,e,0.685456731,0.363426493,0.163343956,0.692170208,0.651297338
395,5,71,3,3,3,l,0.005144231,0.012277449,0.122804417,0,0.960778843
396,5,72,1,2,2,3,0.107163462,0.988002379,0.338249463,0.580220613,0.093361331
397,5,73,2,3,3,o,0.015384615,0.030151457,0.120877492,0.016934159,0.611371346
398,5,74,3,2,3,h,0.185673077,0.164783658,0.060327577,0.214312794,0.966329422
399,5,75,1,2,2,5,0.035024038,0.661862954,0.537043899,0.357729595,0.202052833
400,5,76,2,3,2,e,0.596971154,0.307390955,0.236912967,0.596793703,0.621341831
401,5,77,2,3,2,i,0.038485577,0.005106859,0.460312755,0.021339207,0.621341831
402,5,78,2,3,3,o,0.023125,0.049844346,0.07611354,0.03289343,0.631327
403,5,79,1,1,1,1,0.049759615,0.782888524,0.893129771,0.431243343,0.039118368
404,5,80,3,1,1,s,0.900024038,0.341564938,0.613997381,0.842032099,0.913760444
405,5,81,2,1,2,w,0.972956731,0.393018294,0.476963364,0.923381055,0.571430669
